conversation_id,customer_message,apple_response,intent,resolution_status,n_turns,split
conv_1219211,"If you type 1+2+3 in the new iOS calculator, you don’t get 6.

Fix it @115858!",@199309 Are you using our latest iOS 11.0.3? We'd like to discuss this issue further. Let us know in DM if any other apps are affected. https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,3,train
conv_1219214,@AppleSupport since I updated to 11.0.3 I’ve been having issue with my WiFi connections. Really slow only on my phone. Any ideas?,@290309 We can definitely look into this with you. Are you experiencing this behavior with all Wi-Fi networks? Have you restarted yet?,connectivity,unresolved_no_signal,3,train
conv_1219238,"@AppleSupport Every time i disable it, it enables itself automatically.",@406062 Can you let us know which version of the iOS you're running? You can find this by tapping on Settings &gt; General &gt; About.,other_unclear,unresolved_no_signal,3,train
conv_1219239,@115858 switching to @125607 becoz ur new update keeps on turning my wifi on even when i dont want it. Its very irritating.,@406062 We'd like to help. Are you disconnecting Wi-Fi through the Control Center or disabling it through Settings?,connectivity,unresolved_no_signal,3,train
conv_1219254,"Hey @115858 how do I fix this, so I can clear space up on my phone. #AppleHelp https://t.co/G6tdvPGqw0",@406067 Let's look into this further. Do you have a computer with iTunes installed or a computer you can install iTunes on?,other_unclear,escalated_to_dm,7,train
conv_1219262,"@AppleSupport  Everytime I type in is on my phone, it corrects it to I.S
I’ve changed shortcuts in keyboard but it’s still happening, help?",@338713 Let's look at this together. Could you tell us which iPhone and iOS version you're using?,other_unclear,unresolved_no_signal,3,train
conv_1219266,"Hey, @115858, can you PLEASE undo or fix the latest update? I’d love to be able to download my email content. Thx. #iphone7 #AppleSupport","@406068 We can sort this out together. To clarify, are emails not downloading at all, or is the body of the email not loading?",ios_software_update,unresolved_no_signal,5,train
conv_1219275,The way ios11 ruined my whole iphone 6 is sensational. @AppleSupport fix this mess,@406070 We absolutely want to help get your iPhone working again. Which version of iOS 11 is currently installed on your iPhone?,ios_software_update,unresolved_no_signal,3,classifier_eval
conv_1219279,"@AppleSupport Have an iPhone 5s, with 11.0.2.  Dreadful battery life! Very slow. Lock screen opens in landscape, random vibrations. Madness",@406071 We can help out. First let's update to 11.0.3 and let us know if the issues persist.,battery_power,unresolved_no_signal,3,train
conv_1219283,@AppleSupport Is this real or fake? If real what should I do? https://t.co/1aaQIxHrLU,@406072 That's not from us. Check out this article for more information on this: https://t.co/LNMCdqt6fD,other_unclear,customer_thanked,3,train
conv_1219413,@AppleSupport I can no longer use my Touch ID. Stopped working out of nowhere. Please help https://t.co/uKKZT9yrRG,@406096 We're here to help. Let's try any steps you haven't already tried from this support article: https://t.co/xqiXha6yeB,screen_hardware_damage,unresolved_no_signal,3,train
conv_1219418,"É normal isso, @115858 @AppleSupport ? Identifiquei um #bug relacionado ao #SIRI neste ios 11.0.3! Siri locona #apple #ios1103 https://t.co/L3uihCZ8I8","@406097 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",ios_software_update,escalated_to_dm,5,classifier_eval
conv_1219432,"I hate my Mac but because of the update macos high sierra, I can not add email gmail @116333 @115858 @AppleSupport",@406103 We're here to help. Could you tell us more in DM about what happens when you try to add the Gmail account? https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,3,train
conv_1219474,"Question: if you have DVDs, and they don’t include a digital copy, can you still load them on iTunes? @AppleSupport","@406113 Thanks for reaching out. No, you will have to purchase the digital copy.",app_appstore_media,customer_thanked,3,train
conv_1219986,Did @AppleSupport took into account the iphone se screen size for this update??? https://t.co/2I5CZlItgy,@406224 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,screen_hardware_damage,customer_thanked,8,classifier_eval
conv_1220001,@AppleSupport how do I make Siri stop giving me weather info on Hollywood FL instead of Hollywood CA?,@406228 Let's take a look so we can get your weather to the right place. Waht's the exact query you are asking Siri?,other_unclear,unresolved_no_signal,5,train
conv_1220007,"iOS 11 ou la fin de l'iPhone 6. Depuis l'installation du iOS plus rien ne marche, merci @AppleSupport",@406229 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,ios_software_update,unresolved_no_signal,3,train
conv_1220012,@AppleSupport what a buggy iOS 11.0.3 apple.my iphone doesn’t even charge properly. Missing those flawless releases,"@406231 Being able to charge your iPhone is essential; we'll do all we can to help. To start, what happens when you try to charge?",battery_power,unresolved_no_signal,5,train
conv_1220020,@AppleSupport BT connection to car &amp; home speakers is a joke since #iOS11 upgrade. Phone locks and freezes. Apps take forever to open #Fixit,@406233 That should not be happening. Let us help. Which version of iOS are you using? You can check in Settings &gt; General &gt; About.,ios_software_update,unresolved_no_signal,3,train
conv_1220024,@115858 why does my charger say unable to support accesory? It's the one that came with the phone 😑,@406234 This is certainly not the behavior we want you to experience. Let us know if this article helps: https://t.co/XjQmi8bSfX,battery_power,unresolved_no_signal,3,train
conv_1220032,Can @115858 make phones that don't crap out in a year...right AFTER the warranty expires....😤😤😤,@406236 We're happy to help however we can. What's going on with your iPhone?,billing_repair_order,unresolved_no_signal,3,classifier_eval
conv_1220046,"@115858 Please I forgot my security question and answer,tried resetting it but this is what I got in return...can you help me out https://t.co/oKKe47LUVK","@406242 For support with your account, reach out to our Account Support here: https://t.co/UJm15vmMM2",billing_repair_order,customer_thanked,3,train
conv_1220049,@AppleSupport we use Spotlight 80% of the time to open apps or do calculations. And 79% of the times (opening installed apps) doesn’t work.,"@406243 What device are you using Spotlight Search on? Also, what OS is it running?",app_appstore_media,unresolved_no_signal,3,classifier_eval
conv_1220055,"@AppleSupport Hi... I'm trying to put my address on my Apple Store account and the system always says an error on ""state"".",@406245 Let's see what's going on with that setup. Which device are you entering this information on?,other_unclear,unresolved_no_signal,3,train
conv_1220062,Hey @AppleSupport the music widget on my phone isn’t working! Why is that?,@406246 We can help out! What type of iPhone do you have and which version of the iOS is currently installed?,other_unclear,unresolved_no_signal,3,classifier_eval
conv_1220399,Ok kinda mad that my brand new @115858 earbuds with my brand new iPhone 8 Plus is not letting me control the volume!! Like what the heck I always use my earbuds!!😡😡😡,@406332 Congratulations on your iPhone 8 Plus! We'd be happy to look into this with you. Can you provide us which iOS version you're using? This can be located in Settings &gt; General &gt; About &gt; Version.,other_unclear,unresolved_no_signal,3,train
conv_1220402,@AppleSupport I turned my phone on and off. I think just on twitter. It is like a weird jump delay. Autotyping other words and missing letters and freezing.,"@400869 Do you have any updates available for the Twitter app?  To check, just open the App Store and tap Updates on the bottom. You may want to use Wi-Fi here to download and install any pending updates.",other_unclear,unresolved_no_signal,3,train
conv_1220403,"My phone updated and now my keyboard isn’t working @115858. 

First attempt at this tweet 👇🏼 https://t.co/oFcjm0pHfZ","@400869 We want to help. To make sure we’re on the same page, can you tell us what happens exactly when you are trying to type with the keyboard? Is this happening in multiple apps?",ios_software_update,unresolved_no_signal,3,classifier_eval
conv_1220409,"The newest @115858 iOS is actually the worst thing ever. 
My texts are working again but YAY MY NOTES ARE ALL DELETED!","@118312 Your notes are important to you, and we'll do all we can to help get them back. To start, let us know what device and iOS version you're using in DM: https://t.co/GDrqU22YpT",other_unclear,escalated_to_dm,3,golden_eval
conv_1220412,@AppleSupport I  use VoiceOver and when reading books on iBooks the pages keep repeating themselves what should I do?,@406333 We know how important the VoiceOver feature is and we're happy to help. What's the iOS version you're currently using? This is located in Settings &gt; General &gt; About. Have you tried any actions such as restarting your device or closing and reopening iBooks?,other_unclear,customer_thanked,3,classifier_eval
conv_1220423,"@AppleSupport when you order iPhone x on the apple store, what extra things come in the box with the phone? Eg. Headphones, charger. Thank you!","@406336 Hello! That's a wonderful question! Let's get you in the right direction for support. Please see the topic ""What’s in the Box"" here: https://t.co/lzeawymxcf",billing_repair_order,unresolved_no_signal,5,classifier_eval
conv_1220427,La versión iOS 11.1.2 gasta demasiado la batería! Alguna sugerencia? @406338 @AppleSupport,@406337 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,ios_software_update,unresolved_no_signal,3,train
